Vibration_X_RMS,Vibration_X_Peak,Vibration_Y_RMS,Vibration_Y_Peak,Vibration_Z_RMS,Vibration_Z_Peak,Acoustic_Emission_RMS,Penetration_Rate_Avg,Rotation_Speed_Avg,Feed_Pressure_Avg,Hydraulic_Pressure_Avg,Hydraulic_Return_Pressure_Avg,Hydraulic_Oil_Temp_Avg,Flow_Rate_Avg,Differential_Pressure_Filter_Avg,Oil_Particle_Count_Avg,Oil_Moisture_Avg,Oil_Viscosity_Avg,Tank_Level_End,Drive_Motor_Current_Avg,Motor_Winding_Temp_Avg,drill_bit_health,striker_bar_health,drill_rod_health,coupling_sleeve_health,hydraulic_seal_health,hydraulic_hose_health,filter_health,rul_hours,failure_type,rock_hardness,drill_hours_since_overhaul,hour_in_session,session_id,ambient_temp_C
3.4,7.67,4.02,9.83,3.67,8.41,2.26,0.6,47.7,86.2,181.5,13.83,58.8,89.0,1.03,256,204,46.1,84.5,64.9,75.0,0,0,0,0,0,0,0,460.4,none,8,2939,439,5,32.3
3.58,8.0,4.07,10.31,3.71,8.15,2.26,0.62,48.7,85.8,183.7,14.42,58.9,93.3,1.03,242,227,43.6,84.5,65.5,74.7,0,0,0,0,0,0,0,459.4,none,8,2940,440,5,32.1
3.32,8.05,3.89,9.98,3.68,8.39,2.27,0.6,47.6,82.6,182.6,12.88,56.3,93.5,1.06,259,220,44.9,84.4,67.9,73.7,0,0,0,0,0,0,0,458.4,none,8,2941,441,5,31.9
3.39,8.17,3.99,9.9,3.75,8.27,2.35,0.62,46.3,82.2,189.5,14.1,58.3,94.1,1.04,240,212,44.7,84.4,59.8,73.4,0,0,0,0,0,0,0,457.4,none,8,2942,442,5,31.9
3.47,7.76,4.1,9.83,3.74,8.42,2.26,0.59,49.3,86.7,178.9,14.88,59.4,96.8,1.12,247,228,43.2,84.3,67.0,74.4,0,0,0,0,0,0,0,456.4,none,8,2943,443,5,31.8
3.37,8.04,4.13,10.47,3.66,8.8,2.16,0.6,49.6,81.3,178.8,13.76,58.9,92.8,1.08,258,220,44.2,84.3,61.8,73.5,0,0,0,0,0,0,0,455.4,none,8,2944,444,5,31.5
3.66,8.51,4.04,11.02,3.76,8.39,2.29,0.59,47.0,83.1,182.1,12.69,58.1,92.9,1.06,230,215,43.1,84.2,65.9,77.3,0,0,0,0,0,0,0,454.4,none,8,2945,445,5,31.7
3.34,8.08,3.97,10.52,3.74,8.44,2.3,0.61,47.9,85.3,178.3,12.88,59.4,91.5,1.05,250,204,44.5,84.2,65.3,73.9,0,0,0,0,0,0,0,453.4,none,8,2946,446,5,31.7
3.61,7.72,4.08,10.69,3.93,8.38,2.27,0.61,46.6,83.8,183.2,13.63,57.7,91.4,1.07,250,226,44.1,84.2,63.6,77.7,0,0,0,0,0,0,0,452.4,none,8,2947,447,5,31.7
3.54,8.27,4.25,10.43,3.77,8.62,2.33,0.62,45.5,81.6,180.0,14.56,58.3,96.8,1.11,253,222,43.5,84.1,64.7,72.7,0,0,0,0,0,0,0,451.4,none,8,2948,448,5,31.6
3.72,8.4,4.19,10.74,3.68,8.63,2.37,0.62,47.2,84.5,175.4,13.69,58.4,95.4,1.15,250,210,43.9,84.1,69.1,76.1,0,0,0,0,0,0,0,450.4,none,8,2949,449,5,31.7
3.58,8.3,4.17,10.34,3.87,8.25,2.27,0.63,49.3,84.9,178.8,12.49,58.3,92.7,1.11,253,218,42.3,84.0,64.3,77.7,0,0,0,0,0,0,0,449.4,none,8,2950,450,5,31.8
3.66,8.46,4.09,10.56,3.74,8.56,2.45,0.61,46.0,86.2,177.2,14.32,57.5,96.4,1.03,257,203,45.1,84.0,65.4,75.0,0,0,0,0,0,0,0,448.4,none,8,2951,451,5,31.9
3.74,8.06,4.14,10.48,3.98,8.86,2.14,0.62,46.5,85.8,179.0,13.68,57.6,93.2,1.07,243,215,45.4,83.9,66.1,70.7,0,0,0,0,0,0,0,447.4,none,8,2952,452,5,31.7
3.49,8.42,4.17,10.55,3.69,8.33,2.31,0.63,49.2,84.0,184.2,13.48,56.8,95.9,1.06,255,217,43.4,83.9,65.7,73.6,0,0,0,0,0,0,0,446.4,none,8,2953,453,5,31.4
3.72,8.2,4.35,10.59,3.76,8.83,2.29,0.61,48.6,84.6,186.0,12.82,57.5,95.1,1.12,248,221,44.5,83.8,67.1,71.5,0,0,0,0,0,0,0,445.4,none,8,2954,454,5,31.3
3.54,8.98,4.17,11.17,3.77,8.75,2.34,0.63,48.4,88.3,181.4,14.16,57.4,92.2,1.08,254,231,42.9,83.8,66.5,75.0,0,0,0,0,0,0,0,444.4,none,8,2955,455,5,31.1
3.42,8.25,4.07,11.15,3.74,8.81,2.32,0.59,45.8,86.0,185.4,14.66,56.8,95.2,1.02,264,224,44.1,83.7,64.1,75.6,0,0,0,0,0,0,0,443.4,none,8,2956,456,5,31.1
3.71,8.66,4.38,10.25,3.73,8.74,2.25,0.6,47.0,86.6,181.2,13.68,57.9,92.9,1.12,257,196,44.9,83.6,67.0,74.6,0,0,0,0,0,0,0,442.4,none,8,2957,457,5,31.0
3.52,8.18,4.18,10.13,3.76,8.68,2.35,0.58,49.4,87.5,173.6,13.54,56.9,95.4,1.12,252,211,42.7,83.6,65.1,74.5,0,0,0,0,0,0,0,441.4,none,8,2958,458,5,30.8
3.73,9.02,4.17,11.13,3.85,9.18,2.23,0.59,48.1,83.5,174.8,14.5,58.7,92.6,1.06,244,232,44.6,83.5,66.6,74.0,0,0,0,0,0,0,0,440.4,none,8,2959,459,5,31.0
3.72,8.64,4.08,11.09,3.89,8.91,2.37,0.61,49.4,87.1,175.6,13.79,57.7,94.1,1.11,251,216,43.2,83.5,63.3,76.0,0,0,0,0,0,0,0,439.4,none,8,2960,460,5,30.7
3.75,8.42,4.25,11.53,4.05,9.06,2.24,0.6,48.4,84.6,181.1,13.95,58.3,93.7,1.11,271,224,44.0,83.4,67.2,75.8,0,0,0,0,0,0,0,438.4,none,8,2961,461,5,30.5
3.75,8.69,4.27,11.12,3.85,9.47,2.4,0.6,47.3,82.6,176.7,14.11,60.1,88.3,1.12,261,217,43.9,83.3,66.8,76.4,0,0,0,0,0,0,0,437.4,none,8,2962,462,5,30.3
3.9,8.95,4.32,11.63,3.82,9.04,2.35,0.58,46.1,83.9,181.4,13.41,59.2,91.6,1.19,255,224,44.5,83.3,67.6,80.0,0,0,0,0,0,0,0,436.4,none,8,2963,463,5,30.0
3.66,8.56,4.18,10.35,3.92,9.07,2.36,0.6,47.1,88.1,182.8,13.56,59.3,93.4,1.1,273,200,44.2,83.3,64.0,76.3,0,0,0,0,0,0,0,435.4,none,8,2964,464,5,29.8
3.74,9.04,4.26,11.57,3.91,8.68,2.41,0.61,46.9,85.2,177.5,13.76,59.7,92.4,1.04,276,224,43.8,83.3,65.7,73.1,0,0,0,0,0,0,0,434.4,none,8,2965,465,5,29.8
3.63,8.94,4.56,10.86,3.95,9.14,2.33,0.57,45.7,85.1,186.8,15.58,59.0,95.5,1.11,264,221,43.5,83.2,67.2,78.2,0,0,0,0,0,0,0,433.4,none,8,2966,466,5,29.5
3.74,9.16,4.43,11.4,3.93,9.11,2.36,0.61,48.1,87.8,175.1,15.26,57.8,92.6,1.09,251,228,43.0,83.1,62.3,72.8,0,0,0,0,0,0,0,432.4,none,8,2967,467,5,29.6
3.66,8.72,4.44,11.17,3.94,9.24,2.32,0.61,45.8,83.6,174.6,14.65,55.6,95.9,1.16,270,219,44.2,83.1,65.0,74.8,0,0,0,0,0,0,0,431.4,none,8,2968,468,5,29.7
3.67,9.11,4.5,11.74,4.05,9.27,2.38,0.6,48.0,91.2,178.7,13.6,58.2,91.7,1.09,255,220,44.3,83.0,64.8,74.3,0,0,0,0,0,0,0,430.4,none,8,2969,469,5,29.6
3.75,9.15,4.3,11.78,4.08,9.42,2.39,0.62,46.5,89.3,176.6,12.69,58.3,92.8,1.06,263,217,43.8,83.0,65.8,74.2,0,0,0,0,0,0,0,429.4,none,8,2970,470,5,29.3
3.7,9.02,4.23,11.51,3.99,9.04,2.43,0.59,45.7,80.5,168.5,13.27,56.6,94.4,1.08,286,234,44.3,82.9,68.7,75.5,0,0,0,0,0,0,0,428.4,none,8,2971,471,5,29.1
3.73,8.6,4.56,11.52,3.98,8.97,2.4,0.61,47.3,82.0,177.3,14.89,61.4,93.2,1.15,286,215,44.3,82.8,66.0,70.8,0,0,0,0,0,0,0,427.4,none,8,2972,472,5,29.3
3.86,9.05,4.45,11.5,3.92,9.16,2.53,0.59,48.3,87.5,184.4,13.73,57.6,93.9,1.23,268,222,44.6,82.8,66.1,72.2,0,0,0,0,0,0,0,426.4,none,8,2973,473,5,29.4
3.86,9.49,4.39,11.91,3.86,9.54,2.41,0.6,47.2,86.0,169.7,14.51,59.8,95.2,1.15,267,217,43.0,82.7,67.4,71.9,0,0,0,0,0,0,0,425.4,none,8,2974,474,5,29.4
3.63,9.0,4.39,12.13,3.85,9.48,2.58,0.6,48.1,81.7,190.4,14.09,58.6,94.3,1.17,273,214,43.2,82.6,60.3,75.3,0,0,0,0,0,0,0,424.4,none,8,2975,475,5,29.6
3.93,9.3,4.52,11.75,4.04,9.25,2.45,0.6,47.6,84.9,175.2,14.01,57.7,93.4,1.09,259,261,43.6,82.6,64.0,74.5,0,0,0,0,0,0,0,423.4,none,8,2976,476,5,29.7
4.0,9.03,4.59,11.37,3.94,9.37,2.63,0.61,48.0,86.0,184.5,15.1,60.8,93.8,1.1,275,225,42.8,82.5,63.9,75.4,0,0,0,0,0,0,0,422.4,none,8,2977,477,5,29.6
3.95,9.05,4.53,11.67,4.1,9.39,2.23,0.6,48.8,87.7,189.3,14.72,58.5,93.8,1.15,260,242,43.3,82.5,67.3,75.8,0,0,0,0,0,0,0,421.4,none,8,2978,478,5,29.8
3.9,8.93,4.88,11.99,4.02,9.67,2.37,0.59,46.3,88.7,178.8,14.93,58.9,93.9,1.21,288,224,43.4,82.4,64.3,75.6,0,0,0,0,0,0,0,420.4,none,8,2979,479,5,29.9
3.77,8.79,4.62,11.75,4.11,10.11,2.45,0.61,45.1,83.9,174.7,13.46,59.2,91.8,1.15,266,235,44.6,82.3,63.9,71.2,0,0,0,0,0,0,0,419.4,none,8,2980,480,5,29.7
4.04,9.31,4.4,11.97,4.14,9.73,2.43,0.58,48.5,88.1,183.4,13.83,61.4,92.4,1.2,271,223,44.2,82.3,61.6,70.6,0,0,0,0,0,0,0,418.4,none,8,2981,481,5,29.6
3.76,9.76,4.62,11.89,3.87,9.44,2.48,0.61,46.3,80.5,176.5,14.23,59.5,93.9,1.17,271,240,44.1,82.2,66.7,73.2,0,0,0,0,0,0,0,417.4,none,8,2982,482,5,29.6
3.96,9.12,4.49,12.23,4.1,9.44,2.54,0.59,49.4,82.8,185.8,14.3,58.3,94.1,1.13,275,236,43.3,82.1,64.5,75.3,0,0,0,0,0,0,0,416.4,none,8,2983,483,5,29.9
3.8,9.64,4.69,11.98,4.33,9.46,2.58,0.57,46.8,85.0,179.7,14.09,59.4,92.7,1.08,273,243,43.2,82.1,65.9,72.8,0,0,0,0,0,0,0,415.4,none,8,2984,484,5,30.0
4.07,9.16,4.44,11.91,3.88,9.51,2.43,0.61,46.2,86.5,181.7,13.47,58.3,91.6,1.1,260,230,43.3,82.0,69.0,77.2,0,0,0,0,0,0,0,414.4,none,8,2985,485,5,30.3
3.87,9.49,4.57,12.31,4.19,9.36,2.53,0.61,47.5,84.2,174.5,14.29,57.7,95.2,1.15,283,253,42.6,81.9,67.1,75.2,0,0,0,0,0,1,0,413.4,none,8,2986,486,5,30.0
3.8,9.43,4.79,12.19,4.17,9.95,2.6,0.59,48.6,82.4,179.8,15.23,59.0,94.6,1.15,269,225,44.3,81.9,66.3,76.3,0,0,0,0,0,1,0,412.4,none,8,2987,487,5,30.3
3.89,9.69,4.8,12.67,4.32,9.85,2.63,0.58,46.6,81.3,188.1,14.6,60.3,92.5,1.14,291,258,44.5,81.9,63.3,72.8,0,0,0,0,0,1,0,411.4,none,8,2988,488,5,30.3
3.85,9.45,4.85,12.32,4.08,9.73,2.47,0.59,45.2,84.1,184.1,14.6,57.6,89.3,1.11,253,241,44.0,81.8,65.4,77.6,0,0,0,0,0,1,0,410.4,none,8,2989,489,5,30.3
3.88,9.83,4.83,12.74,4.06,9.54,2.57,0.57,47.2,82.2,181.4,13.88,59.6,95.2,1.18,285,235,43.1,81.7,67.1,77.1,0,0,0,0,0,1,0,409.4,none,8,2990,490,5,30.2
4.12,9.62,4.83,12.03,3.9,9.51,2.54,0.6,49.0,84.5,182.6,14.49,58.4,93.1,1.26,269,243,45.9,81.7,62.0,74.3,0,0,0,0,0,1,0,408.4,none,8,2991,491,5,30.0
4.02,8.77,4.58,12.62,4.15,9.71,2.63,0.57,48.2,86.7,173.9,16.38,61.7,94.4,1.16,268,268,42.8,81.6,66.2,75.1,0,0,0,0,0,1,0,407.4,none,8,2992,492,5,29.8
3.94,9.35,4.59,13.04,4.07,9.76,2.47,0.57,45.5,83.4,170.5,15.5,59.6,92.6,1.22,302,236,45.6,81.5,68.2,74.3,0,0,0,0,0,1,0,406.4,none,8,2993,493,5,29.5
4.1,9.24,4.41,12.99,4.08,10.41,2.59,0.58,48.5,81.6,174.1,14.39,57.9,96.0,1.17,294,246,43.8,81.5,66.7,73.5,0,0,0,0,0,1,0,405.4,none,8,2994,494,5,29.4
4.02,9.75,4.4,12.83,4.23,10.21,2.68,0.59,47.2,86.0,175.3,14.64,59.6,91.5,1.09,278,242,44.0,81.4,69.1,75.1,0,0,0,0,0,1,0,404.4,none,8,2995,495,5,29.4
4.13,10.36,4.7,12.36,4.23,9.73,2.61,0.58,48.3,85.5,176.3,15.72,58.3,88.8,1.21,268,245,43.1,81.3,64.8,75.0,0,0,0,0,0,1,0,403.4,none,8,2996,496,5,29.4
4.2,9.79,4.8,13.36,4.15,9.67,2.58,0.56,46.8,88.2,181.2,15.17,59.3,93.7,1.17,294,240,42.7,81.3,66.0,74.9,0,0,0,0,0,1,0,402.4,none,8,2997,497,5,29.3
4.0,10.01,4.49,12.49,4.12,10.1,2.43,0.57,46.4,86.9,174.6,15.67,59.5,92.4,1.18,294,252,42.4,81.2,65.9,73.7,0,0,0,0,0,1,0,401.4,none,8,2998,498,5,29.2
3.95,9.91,4.71,12.35,4.34,9.97,2.59,0.58,46.6,89.0,170.1,14.77,58.0,96.2,1.23,277,252,45.1,81.1,65.7,74.0,0,0,0,0,0,1,0,400.4,none,8,2999,499,5,29.0
4.26,9.37,4.66,12.71,4.26,10.09,2.46,0.57,47.4,83.9,178.2,14.7,58.1,94.8,1.15,287,251,45.0,81.1,63.8,75.7,0,0,0,0,0,1,0,399.4,none,8,3000,500,5,29.0
3.74,9.97,4.76,13.02,4.06,10.23,2.64,0.59,47.7,90.0,180.7,14.63,60.7,89.8,1.17,295,241,43.3,81.0,65.9,76.8,0,0,0,0,0,1,0,398.4,none,8,3001,501,5,28.7
4.18,10.02,4.77,12.78,4.14,10.13,2.69,0.58,47.0,92.1,189.9,15.3,59.5,94.1,1.15,284,223,43.8,80.9,62.6,75.5,0,0,0,0,0,1,0,397.4,none,8,3002,502,5,28.7
4.15,10.2,4.71,13.38,4.19,9.71,2.5,0.58,47.9,84.1,182.2,15.45,57.9,89.8,1.11,295,231,44.2,80.9,68.2,73.4,0,0,0,0,0,1,0,396.4,none,8,3003,503,5,28.6
4.18,10.38,4.93,12.67,4.25,10.54,2.63,0.6,48.3,86.9,179.4,15.1,58.0,96.4,1.11,294,249,45.4,80.8,67.2,71.3,0,0,0,0,0,1,0,395.4,none,8,3004,504,5,28.6
4.15,9.97,4.93,13.27,4.21,10.8,2.63,0.56,48.9,88.4,174.6,14.28,57.7,93.9,1.1,294,231,45.3,80.8,65.4,72.5,0,0,0,0,0,1,0,394.4,none,8,3005,505,5,28.3
4.24,10.01,4.96,13.74,4.69,10.11,2.58,0.57,45.3,81.8,184.9,15.43,60.3,93.6,1.24,292,241,42.6,80.7,64.3,75.3,0,0,0,0,0,1,0,393.4,none,8,3006,506,5,28.1
4.13,9.92,5.22,13.66,4.41,10.59,2.68,0.57,48.7,93.2,185.2,14.64,60.5,91.8,1.21,305,259,43.8,80.6,64.3,76.7,0,0,0,0,0,1,0,392.4,none,8,3007,507,5,28.2
4.34,10.2,4.98,13.42,4.28,10.78,2.75,0.57,47.4,81.9,173.4,14.52,61.1,90.7,1.22,294,239,45.2,80.5,61.2,75.6,0,0,0,0,0,1,0,391.4,none,8,3008,508,5,28.2
4.16,10.11,4.88,13.64,4.04,11.05,2.69,0.57,49.3,90.2,188.2,15.33,58.0,91.6,1.15,300,249,44.9,80.4,68.1,75.5,0,0,0,0,0,1,0,390.4,none,8,3009,509,5,28.3
4.2,10.37,5.15,13.51,4.24,10.03,2.7,0.55,45.8,86.9,168.4,16.26,58.8,92.7,1.17,296,246,44.2,80.4,63.8,74.8,0,0,0,0,0,1,0,389.4,none,8,3010,510,5,28.6
4.19,10.63,4.87,13.71,4.24,11.0,2.64,0.57,48.1,90.2,176.5,15.87,59.2,95.4,1.19,303,238,43.4,80.3,67.6,74.6,0,0,0,0,0,1,0,388.4,none,8,3011,511,5,28.6
4.29,9.99,4.84,13.57,4.4,10.19,2.78,0.58,48.7,86.0,181.0,15.18,60.2,91.6,1.23,295,239,43.1,80.2,65.2,73.8,0,0,0,0,0,1,0,387.4,none,8,3012,512,5,28.5
4.24,9.7,4.89,13.84,3.92,10.49,2.56,0.58,48.3,84.5,180.4,14.83,58.6,93.9,1.18,297,253,43.5,80.2,66.3,78.6,0,0,0,0,0,1,0,386.4,none,8,3013,513,5,28.4
4.33,10.24,4.82,13.34,4.39,10.7,2.8,0.58,48.6,86.5,178.7,15.32,57.6,93.0,1.15,290,245,43.8,80.1,63.1,69.9,0,0,0,0,0,1,0,385.4,none,8,3014,514,5,28.2
4.3,10.49,4.9,13.58,4.45,10.3,2.67,0.59,49.2,85.5,169.6,15.3,58.4,92.4,1.22,288,237,43.2,80.1,65.9,74.3,0,0,0,0,0,1,0,384.4,none,8,3015,515,5,27.9
4.1,10.41,5.11,13.86,4.16,10.72,2.61,0.57,46.7,85.3,172.8,13.67,56.6,89.6,1.12,315,234,42.9,80.0,63.6,74.8,0,0,0,0,0,1,0,383.4,none,8,3016,516,5,27.9
4.3,10.9,4.67,13.68,3.93,10.72,2.77,0.58,49.2,85.2,176.2,13.99,61.9,96.0,1.29,295,252,43.0,79.9,66.4,73.9,0,0,0,0,0,1,0,382.4,none,8,3017,517,5,28.0
4.45,10.74,5.23,13.87,4.37,10.69,2.72,0.57,47.9,89.4,180.2,15.31,57.7,90.5,1.23,292,259,44.7,79.9,69.7,71.1,0,0,0,0,0,1,0,381.4,none,8,3018,518,5,28.0
4.28,10.95,5.0,14.17,4.36,10.75,2.65,0.58,46.3,85.2,181.2,15.85,59.6,90.2,1.26,304,223,43.0,79.8,62.9,75.2,0,0,0,0,0,1,0,380.4,none,8,3019,519,5,27.9
4.19,10.42,5.17,13.65,4.5,10.2,2.54,0.57,46.9,91.2,185.9,15.54,58.4,92.1,1.22,327,263,43.9,79.8,67.7,74.1,0,0,0,0,0,1,0,379.4,none,8,3020,520,5,27.8
3.95,10.72,5.06,13.47,4.2,9.84,2.7,0.57,47.8,86.0,180.9,15.96,60.1,92.7,1.31,291,240,44.2,79.7,63.9,72.8,0,0,0,0,0,1,0,378.4,none,8,3021,521,5,28.0
4.35,10.61,4.95,14.41,4.39,10.03,2.76,0.57,49.4,89.4,178.9,16.34,56.8,94.5,1.3,291,241,43.8,79.6,64.6,74.7,0,0,0,0,0,1,0,377.4,none,8,3022,522,5,28.1
4.3,10.53,5.34,14.09,4.35,10.44,2.71,0.57,47.6,89.4,183.6,14.57,60.5,90.6,1.15,295,222,43.2,79.5,69.6,71.5,0,0,0,1,0,1,0,376.4,none,8,3023,523,5,28.0
4.38,11.09,5.16,14.05,4.12,10.36,2.68,0.57,47.6,83.7,177.9,15.41,58.8,92.3,1.19,289,262,43.6,79.4,70.7,73.4,0,0,0,1,0,1,0,375.4,none,8,3024,524,5,27.9
4.41,10.81,4.86,13.78,4.32,10.97,2.78,0.54,45.9,84.8,189.1,15.78,58.8,89.5,1.2,300,240,44.1,79.4,68.1,72.1,0,0,0,1,0,1,0,374.4,none,8,3025,525,5,27.9
4.13,10.29,5.21,14.2,4.32,11.25,2.96,0.56,46.2,85.0,190.9,15.53,59.4,93.1,1.27,310,257,44.6,79.3,63.8,72.1,0,0,0,1,0,1,0,373.4,none,8,3026,526,5,27.8
4.28,10.62,5.15,13.91,4.37,11.56,2.76,0.56,46.7,89.5,185.8,15.62,60.4,90.6,1.28,286,243,42.7,79.2,69.1,74.0,0,0,0,1,0,1,0,372.4,none,8,3027,527,5,27.9
4.16,10.85,5.37,15.52,4.13,10.81,2.68,0.56,47.7,87.3,181.0,15.55,57.3,91.3,1.27,317,253,44.0,79.1,65.4,75.5,0,0,0,1,0,1,0,371.4,none,8,3028,528,5,27.7
4.05,10.59,4.9,14.32,4.33,10.8,2.63,0.64,47.0,83.4,185.1,15.59,60.5,87.9,1.33,315,246,44.6,79.1,65.0,72.8,0,0,0,1,0,1,0,630.3,none,7,3029,529,5,27.4
4.45,10.81,5.23,14.65,4.15,10.78,2.57,0.63,45.9,87.2,174.3,15.84,60.6,90.8,1.25,316,241,43.8,79.0,66.0,72.1,0,0,0,1,0,1,0,629.3,none,7,3030,530,5,27.5
4.12,10.62,5.17,13.63,4.38,10.91,2.52,0.66,48.6,83.3,179.1,15.96,58.0,96.3,1.26,323,251,42.8,78.9,68.7,72.0,0,0,0,1,0,1,0,628.3,none,7,3031,531,5,27.3
4.26,10.08,5.03,14.26,4.3,9.68,2.36,0.8,46.6,79.9,182.7,16.65,57.8,94.5,1.19,304,253,42.7,78.8,62.1,71.8,0,0,0,1,0,1,0,784.4,none,5,3032,532,5,27.2
4.05,10.33,4.95,13.34,4.29,10.3,2.34,0.79,44.6,77.8,173.2,16.53,60.0,92.9,1.24,303,246,44.4,78.7,62.4,72.3,0,0,0,1,0,1,0,783.4,none,5,3033,533,5,26.9
3.99,10.3,4.86,13.81,4.15,10.21,2.14,0.8,47.3,77.8,188.3,15.23,57.2,94.6,1.27,312,263,44.1,78.7,64.9,73.4,0,0,0,1,0,1,0,782.4,none,5,3034,534,5,27.2
4.09,10.18,5.09,14.1,4.15,10.1,2.31,0.81,47.1,77.8,169.4,15.92,58.6,94.1,1.2,310,243,44.8,78.6,63.4,71.7,0,0,0,1,0,1,0,781.4,none,5,3035,535,5,27.0
4.18,10.32,4.86,13.79,4.32,9.76,2.27,0.84,45.7,83.0,187.3,16.7,58.9,93.0,1.23,291,230,43.9,78.5,58.0,73.8,0,0,0,1,0,1,0,780.4,none,5,3036,536,5,26.7
4.05,10.44,4.7,14.02,4.12,10.13,2.28,0.83,45.4,75.1,179.5,16.24,59.1,91.3,1.23,306,257,43.1,78.5,64.3,71.1,0,0,0,1,0,1,0,779.4,none,5,3037,537,5,26.9
4.27,10.11,4.89,13.61,3.99,10.54,2.27,0.81,47.6,75.7,185.8,15.87,60.4,91.5,1.25,324,256,43.5,78.4,64.1,74.9,0,0,0,1,0,1,0,778.4,none,5,3038,538,5,27.2
4.19,10.49,4.73,13.3,3.89,10.04,2.36,0.77,46.8,76.8,184.1,15.08,60.6,92.3,1.3,321,235,42.5,78.2,64.7,75.2,0,0,0,1,0,1,0,777.4,none,5,3039,539,5,27.4
3.93,10.55,5.0,13.24,4.0,10.03,2.33,0.83,47.1,78.8,182.6,15.32,60.7,86.1,1.22,320,255,43.7,78.2,61.5,72.9,0,0,0,1,0,1,0,776.4,none,5,3040,540,5,27.5
4.14,10.17,5.32,13.43,4.22,9.85,2.2,0.78,48.4,80.7,187.5,14.98,58.4,92.0,1.28,315,239,44.2,78.1,58.6,68.7,0,0,0,1,0,1,0,775.4,none,5,3041,541,5,27.2
4.24,10.52,5.04,13.57,4.04,10.62,2.34,0.78,46.9,81.6,173.6,15.17,59.3,91.8,1.2,317,261,43.6,78.0,63.9,70.8,0,0,0,1,0,1,0,774.4,none,5,3042,542,5,27.3
3.99,10.3,4.97,14.2,4.23,9.97,2.42,0.79,45.5,75.4,171.1,15.64,59.1,91.1,1.21,315,248,43.4,78.0,63.0,71.4,0,0,0,1,0,1,0,773.4,none,5,3043,543,5,27.3
4.08,10.54,5.07,14.52,4.21,10.22,2.28,0.8,47.4,80.8,181.9,16.91,60.5,90.2,1.29,312,228,42.4,77.9,61.7,74.2,0,0,0,1,0,1,0,772.4,none,5,3044,544,5,27.5
4.08,10.43,5.0,14.06,3.95,10.68,2.32,0.8,47.6,84.7,182.5,16.36,59.1,95.1,1.32,339,246,43.1,77.8,61.2,70.7,0,0,0,1,0,1,0,771.4,none,5,3045,545,5,27.4
4.19,9.88,4.59,14.73,3.94,10.38,2.41,0.79,45.4,78.0,183.4,15.41,57.6,97.0,1.26,336,239,43.4,77.7,62.6,70.9,0,0,0,1,0,1,0,770.4,none,5,3046,546,5,27.6
4.1,10.39,5.07,13.55,4.11,10.24,2.43,0.81,48.8,78.7,173.2,16.01,59.8,89.9,1.27,310,263,43.5,77.6,62.5,74.4,0,0,0,1,0,1,0,769.4,none,5,3047,547,5,27.8
4.21,10.75,4.91,14.22,4.18,10.42,2.34,0.82,47.0,81.8,181.3,16.37,60.3,91.2,1.24,320,246,44.9,77.5,62.2,73.7,0,0,0,1,0,1,0,768.4,none,5,3048,548,5,27.8
4.0,10.64,5.11,14.02,4.07,10.69,2.38,0.81,46.6,88.4,184.0,16.01,59.8,94.3,1.24,351,254,43.2,77.4,61.3,72.4,0,0,0,1,0,1,0,767.4,none,5,3049,549,5,27.7
1.89,3.86,1.65,3.27,2.2,4.43,1.26,0.77,49.2,87.4,180.8,8.5,54.5,95.2,0.53,125,133,44.7,88.1,58.8,72.1,0,0,0,0,0,0,0,1933.6,none,7,3000,0,6,35.1
1.9,3.87,1.67,3.31,2.17,4.19,1.28,0.75,48.7,77.6,171.5,7.66,53.3,100.6,0.5,121,162,45.6,88.1,59.8,71.9,0,0,0,0,0,0,0,1849.9,none,7,3001,1,6,34.9
1.99,3.86,1.73,3.19,2.35,4.63,1.31,0.77,48.6,81.0,166.7,7.96,56.1,98.4,0.49,118,150,45.1,88.1,60.2,72.2,0,0,0,0,0,0,0,1843.6,none,7,3002,2,6,35.0
2.07,3.95,1.7,3.33,2.23,4.7,1.3,0.75,46.3,81.0,173.5,7.88,54.6,93.8,0.5,119,155,47.4,88.1,64.6,76.4,0,0,0,0,0,0,0,1932.3,none,7,3003,3,6,35.0
1.9,4.1,1.73,3.32,2.22,4.67,1.19,0.75,47.2,75.2,174.0,8.58,53.6,97.3,0.46,123,157,46.0,88.1,61.3,74.1,0,0,0,0,0,0,0,1925.9,none,7,3004,4,6,34.9
1.88,3.82,1.65,3.44,2.24,4.47,1.36,0.74,48.5,81.0,174.5,7.53,55.7,97.8,0.46,135,143,43.3,88.1,65.3,75.3,0,0,0,0,0,0,0,1988.1,none,7,3005,5,6,34.8
1.85,3.91,1.66,3.68,2.34,4.65,1.36,0.75,47.6,80.4,178.8,8.56,55.6,97.1,0.48,132,156,46.2,88.1,69.1,74.9,0,0,0,0,0,0,0,1898.2,none,7,3006,6,6,35.1
1.94,3.91,1.66,3.49,2.21,4.42,1.37,0.76,49.7,78.9,174.5,7.4,53.8,100.8,0.51,120,158,45.0,88.1,58.9,73.6,0,0,0,0,0,0,0,1914.2,none,7,3007,7,6,35.1
2.01,3.8,1.75,3.53,2.31,4.64,1.28,0.77,46.6,78.2,165.8,8.34,54.7,97.2,0.52,132,165,45.5,88.1,63.6,71.8,0,0,0,0,0,0,0,1886.2,none,7,3008,8,6,35.1
